id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,modified_datetime,map_file,direction,description,veh_type,veh_no,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,route_path,client_id,created_by_id,last_modified_by_id,assigned_to_police_id,citizen_accident_id,comment,police_station,meta_data,kgid,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_by_id,closed_datetime,resolved_by_id,resolved_datetime,gba_identifier,zone,junction,duration_minutes,hour,day_of_week,impact_class,month,is_weekend,is_peak_hour,is_non_corridor,event_cause_freq,corridor_freq,others_vehicle_issue,others_roadwork,others_water_issue,others_fire
FKID004983,unplanned,13.0133386,77.6998768,0.0,0.0,"MBT Road, KR Puram Extension, Bengaluru, Karnataka. Pin-560036 (India)",,vehicle_breakdown,False,2024-01-25 06:22:22.555000+00:00,,closed,yes,2024-01-25 07:03:41.31533+00,,,off-road due to air break lock at govt clg signal towards city,bmtc_bus,FKN00GL2498,Non-corridor,Low,,,,2024-01-25 06:25:00.819066+00,,1,FKUSR00523,FKUSR00001,,,,K.R. Pura,,FKKG000512,,,,FKUSR00523,2024-01-25 07:03:41.314826+00:00,,,,,,41.31266376666667,6,3,Medium,1,0,0,1,1783,882.0,0,0,0,0
FKID004987,unplanned,12.9423082,77.5481102,0.0,0.0,"Sri Kumaraswamy Temple Road, Muneshwara Block, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560026 (India)",,vehicle_breakdown,False,2024-01-25 06:25:23.261000+00:00,,closed,yes,2024-01-25 07:27:48.343893+00,,,traffic moving slow,others,FKN00GL2499,Non-corridor,Low,,,,2024-01-25 06:28:47.784657+00,,1,FKUSR01031,FKUSR00001,,,,Banashankari,,FKKG000999,,,,FKUSR01031,2024-01-25 07:27:48.343174+00:00,,,,,,62.41803623333333,6,3,Medium,1,0,0,1,1783,882.0,0,0,0,0
FKID004991,unplanned,13.0624717,77.5733483,0.0,0.0,"Kodigehalli Road, Pillappa Layout, Kodigehalli, Bengaluru, Karnataka. Pin-560097 (India)",,vehicle_breakdown,False,2024-01-25 07:56:16.243000+00:00,,closed,yes,2024-01-25 08:48:00.984159+00,,,starting problem sir railway underpass thindlu main road,private_car,FKN00GL2502,Non-corridor,Low,,,,2024-01-25 07:57:58.320455+00,,1,FKUSR00331,FKUSR00001,,,,Kodigehalli,,FKKG000323,,,,FKUSR00331,2024-01-25 08:48:00.983659+00:00,,,,,,51.74567765,7,3,Medium,1,0,1,1,1783,882.0,0,0,0,0
FKID004994,unplanned,13.041426,77.5457729,0.0,0.0,"5th C Cross Road, Sharadamba Nagar, Jalahalli Village, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",,vehicle_breakdown,False,2024-01-13 19:21:03.481000+00:00,,closed,no,2024-01-13 19:29:54.851869+00,,,,heavy_vehicle,FKN00GL2504,ORR North 2,High,,,,2024-01-13 19:22:14.76004+00,,1,FKUSR00329,FKUSR00329,,,,Jalahalli,,FKKG000321,,,,FKUSR00329,2024-01-13 19:29:54.851254+00:00,,,Bengaluru North Corporation,North Zone 2,,8.8561709,19,5,Low,1,1,1,0,1783,64.0,0,0,0,0
FKID004999,unplanned,13.0035148,77.5298216,0.0,0.0,"17th Main Road, RIECHS Layout, Kurubarahalli, Bengaluru, Karnataka. Pin-560086 (India)",,vehicle_breakdown,False,2024-01-13 20:06:18.722000+00:00,,closed,yes,2024-01-13 20:54:40.972278+00,,,,lcv,FKN00GL2506,Non-corridor,Low,,,,2024-01-13 20:07:27.425674+00,,1,FKUSR01023,FKUSR00001,,,,Rajajinagar,,FKKG000991,,,,FKUSR01023,2024-01-13 20:54:40.971738+00:00,,,Bengaluru West Corporation,West Zone 1,,48.370828966666664,20,5,Medium,1,1,1,1,1783,882.0,0,0,0,0
FKID005000,unplanned,12.9630559,77.5124532,0.0,0.0,"Dr Rajkumar Puniya Bhoomi Road, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",,vehicle_breakdown,False,2024-01-13 21:09:42.557000+00:00,,closed,no,2024-01-13 21:42:23.679275+00,,,ವಾಹನದ ಇಂಧನ ಖಾಲಿ ಆಗಿದೆ,taxi,FKN00GL2507,Non-corridor,Low,,,,2024-01-13 21:10:59.87734+00,,1,FKUSR00135,FKUSR00001,,,,Jnanabharathi,,FKKG000129,,,,FKUSR00135,2024-01-13 21:42:23.678598+00:00,,,Bengaluru West Corporation,West Zone 1,,32.68535996666667,21,5,Medium,1,1,0,1,1783,882.0,0,0,0,0
FKID005007,unplanned,12.9938317,77.5849467,0.0,0.0,"Kumar Krupa Road, Make In India Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,vehicle_breakdown,False,2024-01-25 08:58:51.471000+00:00,,closed,yes,2024-01-25 09:19:36.942388+00,,,starting problem,heavy_vehicle,FKN00GL2509,Bellary Road 1,High,,,,2024-01-25 09:02:04.149219+00,,1,FKUSR01159,FKUSR00001,,,,High ground,,FKKG001119,,,,FKUSR01159,2024-01-25 09:19:36.941855+00:00,,,,,,20.757847583333334,8,3,Low,1,0,1,0,1783,194.0,0,0,0,0
FKID005008,unplanned,13.0842575,77.5519225,0.0,0.0,"Yelahanka Road, Prosperhomes Bliss, Aditya Nagar, Chikkabettahalli, Bengaluru, Karnataka. Pin-560097 (India)",,vehicle_breakdown,False,2024-01-25 08:46:37.881000+00:00,,closed,yes,2024-01-25 10:53:09.263331+00,,,bmtc bus upload wheel jam,bmtc_bus,FKN00GL2510,Non-corridor,Low,,,,2024-01-25 08:49:18.972556+00,,1,FKUSR01571,FKUSR00001,,,,Yelahanka,,FKKG001485,,,,FKUSR01571,2024-01-25 10:53:09.262716+00:00,,,,,,126.5230286,8,3,High,1,0,1,1,1783,882.0,0,0,0,0
FKID005011,unplanned,13.0132709,77.6484194,13.0133832,77.6484159,"100 Feet Road, Ankanna Reddy Layout, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)","100 Feet Road, Ankanna Reddy Layout, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",tree_fall,True,2024-01-25 10:14:44.434000+00:00,,closed,yes,2024-01-25 20:49:41.233086+00,,,ಮರ ಬಿದ್ದಿರುತ್ತದೆ.,,,Non-corridor,Low,,,,2024-01-25 10:15:39.556789+00,,1,FKUSR00508,FKUSR00001,,,,Banaswadi,,FKKG000497,,,,FKUSR00508,2024-01-25 20:49:41.232497+00:00,,,,,,634.9466416166667,10,3,Critical,1,0,1,1,103,882.0,0,0,0,0
FKID005018,unplanned,13.10963,77.6035517,0.0,0.0,"Bellary Road, Embassy Business Hub, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",,vehicle_breakdown,False,2023-12-15 04:36:41.347000+00:00,,closed,yes,2023-12-15 06:49:58.621935+00,,,[location] onflyover to wards airport cab break down sir traffic normal mument sir,taxi,FKN00GL2514,Bellary Road 2,High,,,,2023-12-15 04:37:28.529698+00,,1,FKUSR00105,FKUSR00001,,,,Yelahanka,,FKKG000099,,,,FKUSR00105,2023-12-15 06:49:58.621454+00:00,,,Bengaluru North Corporation,North Zone 2,,133.28790756666666,4,4,High,12,0,0,0,1783,115.0,0,0,0,0
FKID005019,unplanned,13.0468693,77.5024237,0.0,0.0,"Mumbai Bengaluru Highway, The Edge, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",,vehicle_breakdown,False,2024-01-25 21:05:52.153000+00:00,,closed,yes,2024-01-25 21:35:50.422962+00,,,towards [location],private_car,FKN00GL2515,Non-corridor,Low,,,,2024-01-25 21:07:02.247231+00,,1,FKUSR00409,FKUSR00001,,,,Peenya,,FKKG000398,,,,FKUSR00409,2024-01-25 21:35:50.422357+00:00,,,,,,29.97115595,21,3,Low,1,0,0,1,1783,882.0,0,0,0,0
FKID005024,unplanned,13.0424133,77.5492224,0.0,0.0,"Outer Ring Road, Muthyala Nagar, Bengaluru, Karnataka. Pin-560054 (India)",,vehicle_breakdown,False,2023-12-15 03:56:39.730000+00:00,,closed,yes,2023-12-15 06:21:11.209883+00,,,,lcv,FKN00GL2519,ORR North 2,High,,,,2023-12-15 03:58:07.368643+00,,1,FKUSR00638,FKUSR00001,,,,Jalahalli,,FKKG000625,,,,FKUSR00638,2023-12-15 04:09:43.515715+00:00,,,Bengaluru North Corporation,North Zone 2,,13.06309525,3,4,Low,12,0,0,0,1783,64.0,0,0,0,0
FKID005027,unplanned,13.1312897,77.615127,0.0,0.0,"Bengaluru Bellary Road, Ecopolis, Yelahanka, Bengaluru, Karnataka. Pin-560063 (India)",,vehicle_breakdown,False,2024-01-14 01:21:18.478000+00:00,,closed,yes,2024-01-14 02:08:00.193104+00,,,iaf onflyover to wards airport bbmp [person] tyer bust sir traffic slow mument ede sir,heavy_vehicle,FKN00GL2522,Bellary Road 2,High,,,,2024-01-14 01:28:38.317954+00,,1,FKUSR00105,FKUSR00001,,,,Yelahanka,,FKKG000099,,,,FKUSR00105,2024-01-14 02:08:00.192553+00:00,,,,,,46.695242549999996,1,6,Medium,1,1,0,0,1783,115.0,0,0,0,0
FKID005029,unplanned,13.0034717,77.5838414,0.0,0.0,"Sankey Road, Mahalakshmi Mandir Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",,vehicle_breakdown,False,2024-01-26 03:28:50.815000+00:00,,closed,yes,2024-01-26 03:48:47.090938+00,,,bbmp vehicle starting problem sir💐,heavy_vehicle,FKN00GL0255,Bellary Road 1,High,,,,2024-01-26 03:31:59.183731+00,,1,FKUSR00720,FKUSR00001,,,,Sadashivanagar,,FKKG000704,,,,FKUSR00720,2024-01-26 03:48:47.090446+00:00,,,,,,19.9379241,3,4,Low,1,0,0,0,1783,194.0,0,0,0,0
FKID005035,unplanned,13.0262486,77.5445358,0.0,0.0,"Mumbai Bengaluru Highway, Sri Vijayamaruthi Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,vehicle_breakdown,False,2024-01-14 03:54:17.133000+00:00,,closed,yes,2024-01-14 04:45:21.278471+00,,,,bmtc_bus,FKN00GL2525,Tumkur Road,High,,,,2024-01-14 03:55:25.075964+00,,1,FKUSR00620,FKUSR00001,,,,Yeshwanthpura,,FKKG000607,,,,FKUSR00620,2024-01-14 04:45:21.277950+00:00,,,Bengaluru West Corporation,West Zone 1,,51.0690825,3,6,Medium,1,1,0,0,1783,206.0,0,0,0,0
FKID005037,unplanned,13.0069922,77.7575016,0.0,0.0,"Whitefield Main Road, Reddys Keerthi Residency, Belathur, Bengaluru, Karnataka. Pin-560067 (India)",,others,False,2024-01-14 03:52:06.324000+00:00,,closed,no,2024-01-14 04:48:07.563464+00,,,weekend slow moving traffic towards belathur and hopefarm,,,Non-corridor,Low,,,,2024-01-14 03:56:31.199925+00,,1,FKUSR00281,FKUSR00001,,,,Mahadevapura,,FKKG000273,,,,FKUSR00281,2024-01-14 04:48:07.562907+00:00,,,Bengaluru East Corporation,East Zone 1,,56.020648449999996,3,6,Medium,1,1,0,1,234,882.0,0,0,0,0
FKID005043,unplanned,12.9982107,77.584406,0.0,0.0,"Sankey Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",,vehicle_breakdown,False,2024-01-14 04:47:34.211000+00:00,,closed,yes,2024-01-14 06:19:25.401192+00,,,palace guttalli to palace cross,others,FKN00GL2527,Bellary Road 1,High,,,,2024-01-14 04:48:25.151697+00,,1,FKUSR00208,FKUSR00001,,,,Sadashivanagar,,FKKG000200,,,,FKUSR00208,2024-01-14 06:19:25.400409+00:00,,,Bengaluru West Corporation,West Zone 2,,91.85315681666665,4,6,High,1,1,0,0,1783,194.0,0,0,0,0
FKID005044,unplanned,13.0429917,77.5986233,0.0,0.0,"MBT Road, Kariyanna Layout, Guddadahalli, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",,vehicle_breakdown,False,2023-12-15 21:12:23.792000+00:00,,closed,yes,2023-12-15 21:30:02.043508+00,,,starting problem sir,lcv,FKN00GL2528,ORR North 1,High,,,,2023-12-15 21:13:02.079846+00,,1,FKUSR00141,FKUSR00001,,,,Hebbala,,FKKG000135,,,,FKUSR00141,2023-12-15 21:30:02.042882+00:00,,,Bengaluru North Corporation,North Zone 1,,17.6375147,21,4,Low,12,0,0,0,1783,72.0,0,0,0,0
FKID005045,unplanned,12.9736933,77.698385,0.0,0.0,"Outer Ring Road, Kempalakkamma Layout, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",,vehicle_breakdown,False,2023-12-15 21:02:05.547000+00:00,,closed,yes,2023-12-15 21:51:48.781674+00,,,vehicle break down,private_bus,FKN00GL2529,ORR East 2,High,,,,2023-12-15 21:03:18.904349+00,,1,FKUSR00527,FKUSR00001,,,,Mahadevapura,,FKKG000516,,,,FKUSR00527,2023-12-15 21:51:48.781195+00:00,,,Bengaluru East Corporation,East Zone 1,,49.72056991666667,21,4,Medium,12,0,0,0,1783,31.0,0,0,0,0
FKID005048,unplanned,13.0114761,77.6158094,0.0,0.0,"Nagawara Main Road, Bilal Nagar, Pillanna Garden, Bengaluru, Karnataka. Pin-560045 (India)",,vehicle_breakdown,False,2023-12-15 21:42:21.701000+00:00,,closed,yes,2023-12-15 22:07:39.957207+00,,,starting problem sir,bmtc_bus,FKN00GL2247,Non-corridor,Low,,,,2023-12-15 21:44:29.799216+00,,1,FKUSR01576,FKUSR00001,,,,K.G. Halli,,FKKG001488,,,,FKUSR01576,2023-12-15 22:07:39.956656+00:00,,,Bengaluru North Corporation,North Zone 1,,25.304260933333335,21,4,Low,12,0,0,1,1783,882.0,0,0,0,0
FKID005054,unplanned,13.0031856,77.6817413,0.0,0.0,"MBT Road, ITI Data Center, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",,road_conditions,False,2023-12-15 22:40:58.560000+00:00,,closed,no,2023-12-15 23:06:37.154429+00,,,pc=19132,,,ORR East 2,High,,,,2023-12-15 22:42:19.611638+00,,1,FKUSR00342,FKUSR00001,,,,K.R. Pura,,FKKG000334,,,,FKUSR00342,2023-12-15 23:06:37.153779+00:00,,,Bengaluru East Corporation,East Zone 2,,25.643229650000002,22,4,Low,12,0,0,0,31,31.0,0,0,0,0
FKID005060,unplanned,13.0013317,77.5254817,0.0,0.0,"2nd A Main Road, Kempegowda Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",,vehicle_breakdown,False,2024-01-14 05:53:40.193000+00:00,,closed,no,2024-01-14 07:13:47.993753+00,,,ಡೀಸೆಲ್ ಖಾಲಿ ಯಾಗಿ ನಿಂತಿದೆ ಸರ್.,heavy_vehicle,FKN00GL2532,Non-corridor,Low,,,,2024-01-14 05:54:47.929429+00,,1,FKUSR00131,FKUSR00001,,,,Rajajinagar,,FKKG000125,,,,FKUSR00131,2024-01-14 07:13:47.610485+00:00,,,Bengaluru West Corporation,West Zone 1,,80.12362475,5,6,Medium,1,1,0,1,1783,882.0,0,0,0,0
FKID005062,unplanned,13.0008764,77.5253349,0.0,0.0,"1st Main Road, Kempegowda Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",,test_demo,False,2024-01-14 07:13:53.233000+00:00,,closed,no,2024-01-14 07:15:10.959707+00,,,[person],,,Non-corridor,Low,,,,2024-01-14 07:14:49.229151+00,,1,FKUSR00131,FKUSR00131,,,,Rajajinagar,,FKKG000125,,,,FKUSR00131,2024-01-14 07:15:10.589169+00:00,,,Bengaluru West Corporation,West Zone 1,,1.2892694833333331,7,6,Low,1,1,1,1,2,882.0,0,0,0,0
FKID005087,unplanned,12.973092,77.5130496,0.0,0.0,"Dr Rajkumar Puniya Bhoomi Road, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",,accident,False,2024-01-27 21:19:07.740000+00:00,,closed,no,2024-01-27 22:12:28.340849+00,,,ಹಸು ರಸ್ತೆಯಲ್ಲಿ ಬಂದಿದೆ ಅಂತ ಮುಂದಿನ ಕಾರು break ಹಾಕಿದಾಗ ಹಿಂದೆ ಬರುತ್ತಿದ್ದ ಮೂರು [location] ಆಕ್ಸಿಡೆಂಟ್ ಆಗಿರುತ್ತದೆ,,,Non-corridor,Low,,,,2024-01-27 21:21:33.57522+00,,1,FKUSR00135,FKUSR00001,,,,Jnanabharathi,,FKKG000129,,,,FKUSR00135,2024-01-27 22:12:28.340291+00:00,,,,,,53.34333818333334,21,5,Medium,1,1,0,1,87,882.0,0,0,0,0
FKID005090,unplanned,13.0040774,77.5841625,0.0,0.0,"Sri Ramana Maharshi Road, Mahalakshmi Mandir Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",,accident,False,2023-12-16 22:10:23.844000+00:00,,closed,yes,2023-12-16 22:32:30.112151+00,,,from mekhri circle to [person],,,Bellary Road 1,High,,,,2023-12-16 22:11:06.891505+00,,1,FKUSR00208,FKUSR00001,,,,Sadashivanagar,,FKKG000200,,,,FKUSR00208,2023-12-16 22:32:30.111539+00:00,,,Bengaluru West Corporation,West Zone 2,,22.104458983333334,22,5,Low,12,1,0,0,87,194.0,0,0,0,0
FKID005100,unplanned,12.9610679,77.5114574,0.0,0.0,"Mallathahalli Road, Sri Gurukrupa Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",,vehicle_breakdown,False,2023-12-17 02:07:42.781000+00:00,,closed,no,2023-12-17 03:18:12.849568+00,,,off-road,bmtc_bus,FKN00GL2547,Non-corridor,Low,,,,2023-12-17 02:09:00.420265+00,,1,FKUSR00767,FKUSR00001,,,,Jnanabharathi,,FKKG000751,,,,FKUSR00767,2023-12-17 03:18:12.849039+00:00,,,Bengaluru West Corporation,West Zone 1,,70.50113398333333,2,6,Medium,12,1,0,1,1783,882.0,0,0,0,0
FKID005101,unplanned,13.0815219,77.5482176,0.0,0.0,"Hesarghatta Road, Mohammad Sab Palya Circle, Vidyaranyapura, Bengaluru, Karnataka. Pin-560097 (India)",,vehicle_breakdown,False,2023-12-17 02:10:03.844000+00:00,,closed,no,2023-12-17 02:13:52.451017+00,,,,private_car,FKN00GL2548,Non-corridor,Low,,,,2023-12-17 02:10:34.751799+00,,1,FKUSR00182,FKUSR00182,,,,Yelahanka,,FKKG000175,,,,FKUSR00182,2023-12-17 02:13:52.450515+00:00,,,Bengaluru North Corporation,North Zone 1,,3.8101085833333332,2,6,Low,12,1,0,1,1783,882.0,0,0,0,0
FKID005103,unplanned,12.9610812,77.5129374,0.0,0.0,"5th Main Road, Block 12, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",,vehicle_breakdown,False,2024-01-28 00:06:05.300000+00:00,,closed,no,2024-01-28 00:55:10.7322+00,,,ಆಯಿಲ್ ಬಾಕ್ಸ್ ಲೀಕಜೆ ಆಗಿ ನಿಂತಿದೆ ಸರ್,heavy_vehicle,FKN00GL2550,Non-corridor,Low,,,,2024-01-28 00:08:07.948064+00,,1,FKUSR01255,FKUSR00001,,,,Jnanabharathi,,FKKG001215,,,,FKUSR01255,2024-01-28 00:55:10.731657+00:00,,,,,,49.09052761666667,0,6,Medium,1,1,0,1,1783,882.0,0,0,0,0
FKID005104,unplanned,12.9935408,77.7574599,0.0,0.0,"Whitefield Main Road, Gopal Krishna Nagar, Kadugodi Plantation, Bengaluru, Karnataka. Pin-560067 (India)",,vehicle_breakdown,False,2024-01-28 01:29:56.721000+00:00,,closed,no,2024-01-28 01:55:34.10812+00,,,slow moving traffic towards [location] junction,heavy_vehicle,FKN00GL2551,Non-corridor,Low,,,,2024-01-28 01:30:40.593586+00,,1,FKUSR00281,FKUSR00001,,,,Mahadevapura,,FKKG000273,,,,FKUSR00281,2024-01-28 01:55:34.107576+00:00,,,,,,25.623109600000003,1,6,Low,1,1,0,1,1783,882.0,0,0,0,0
FKID005105,unplanned,12.9999998,77.6821895,0.0,0.0,"1st Main Road, BSNL CACT Building, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",,vehicle_breakdown,False,2024-01-15 18:29:50.097000+00:00,,closed,yes,2024-01-15 19:01:44.32747+00,,,hgv off road near lovely junction,heavy_vehicle,FKN00GL2552,ORR East 2,High,,,,2024-01-15 18:33:01.498098+00,,1,FKUSR01232,FKUSR00001,,,,Mahadevapura,,FKKG001192,,,,FKUSR01232,2024-01-15 19:01:44.326538+00:00,,,Bengaluru East Corporation,East Zone 2,,31.903825633333334,18,0,Medium,1,0,1,0,1783,31.0,0,0,0,0
FKID005106,unplanned,12.9857635,77.5265826,0.0,0.0,"Magadi Main Road, Kempaiah Estate, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",,vehicle_breakdown,False,2023-12-17 06:51:49.650000+00:00,,closed,yes,2023-12-17 07:08:32.747157+00,,,one side slow moving traffic,truck,FKN00GL2553,Magadi Road,High,BBMP vehicle,Diesel empty,8.0,2023-12-17 06:55:07.028266+00,,1,FKUSR01062,FKUSR00001,,,,Kamakshipalya,,FKKG001029,,,,FKUSR01062,2023-12-17 07:08:32.746592+00:00,,,Bengaluru West Corporation,West Zone 2,,16.718276533333334,6,6,Low,12,1,0,0,1783,93.0,0,0,0,0
FKID005108,unplanned,12.9186326,77.6698261,0.0,0.0,"Sarjapura Main Road, Bellandur Gate, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",,vehicle_breakdown,False,2024-01-15 19:21:04.167000+00:00,,closed,yes,2024-01-15 20:00:04.336027+00,,,sarjapur road bellandur gate break down  traffic slow movement,heavy_vehicle,FKN00GL2554,Non-corridor,Low,,,,2024-01-15 19:24:53.0993+00,,1,FKUSR01580,FKUSR00001,,,,Bellandur,,FKKG001492,,,,FKUSR01580,2024-01-15 20:00:04.335487+00:00,,,Bengaluru East Corporation,East Zone 1,,39.002808116666664,19,0,Medium,1,0,1,1,1783,882.0,0,0,0,0
FKID005114,unplanned,13.0079927,77.526769,0.0,0.0,"Dr Rajkumar Puniya Bhoomi Road, Narasimhaswamy Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",,accident,False,2023-12-17 19:15:48.209000+00:00,,closed,yes,2023-12-17 19:36:18.387325+00,,,between two vehicles accident,,,Non-corridor,Low,,,,2023-12-17 19:19:05.420474+00,,1,FKUSR01581,FKUSR00001,,,,Rajajinagar,,FKKG001493,,,,FKUSR01581,2023-12-17 19:36:18.386792+00:00,,,Bengaluru West Corporation,West Zone 1,,20.5029632,19,6,Low,12,1,1,1,87,882.0,0,0,0,0
FKID005124,unplanned,13.026353,77.544093,0.0,0.0,"1st Main Road, Sri Vijayamaruthi Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,vehicle_breakdown,False,2024-01-15 22:27:00.844000+00:00,,closed,yes,2024-01-15 23:36:02.459641+00,,,,bmtc_bus,FKN00GL2564,Tumkur Road,High,,,,2024-01-15 22:27:34.310019+00,,1,FKUSR00133,FKUSR00001,,,,Yeshwanthpura,,FKKG000127,,,,FKUSR00133,2024-01-15 23:36:02.459090+00:00,,,Bengaluru West Corporation,West Zone 1,,69.02691816666668,22,0,Medium,1,0,0,0,1783,206.0,0,0,0,0
FKID005127,unplanned,13.0550629,77.6006986,0.0,0.0,"Dasarahalli Main Road, M Venkategowdara Layout, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",,procession,False,2023-12-18 05:07:07.889000+00:00,,closed,yes,2023-12-18 06:05:20.059917+00,,,rs,,,Non-corridor,Low,,,,2023-12-18 05:08:21.258351+00,,1,FKUSR01152,FKUSR00001,,,,Hebbala,,,,,,FKUSR01152,2023-12-18 06:05:20.059371+00:00,,,Bengaluru North Corporation,North Zone 1,,58.20283951666667,5,0,Medium,12,0,0,1,13,882.0,0,0,0,0
FKID005133,unplanned,12.98704927,77.49115508,0.0,0.0,"Magadi Main Road, Herohalli Cross, Madeshwara Nagar, Bengaluru, Karnataka. Pin-560091 (India)",,vehicle_breakdown,False,2023-12-18 20:54:19.968000+00:00,,closed,yes,2023-12-18 21:41:14.167857+00,,,,lcv,FKN00GL2569,Magadi Road,High,,,,2023-12-18 20:55:01.273705+00,,1,FKUSR01582,FKUSR00001,,,,Kamakshipalya,,FKKG001494,,,,FKUSR01582,2023-12-18 21:41:14.167277+00:00,,,Bengaluru West Corporation,West Zone 1,,46.903321283333334,20,0,Medium,12,0,1,0,1783,93.0,0,0,0,0
FKID005135,unplanned,13.0058476,77.593119,0.0,0.0,"Jayamahal Main Road, Munireddypalya, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)",,vehicle_breakdown,False,2024-01-28 05:01:38.284000+00:00,,closed,yes,2024-01-28 05:23:18.871988+00,,,off loaded due to starting problem,bmtc_bus,FKN00GL2570,Non-corridor,Low,,,,2024-01-28 05:03:01.876226+00,,1,FKUSR00870,FKUSR00001,,,,R.T. Nagar,,FKKG000850,,,,FKUSR00870,2024-01-28 05:23:18.871480+00:00,,,,,,21.676458,5,6,Low,1,1,0,1,1783,882.0,0,0,0,0
FKID005139,unplanned,13.1174,77.6086525,0.0,0.0,"Bellary Road, North Gate Office Park Phase 3, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",,vehicle_breakdown,False,2024-01-16 05:10:07.841000+00:00,,closed,no,2024-01-16 05:30:02.375364+00,,,palahalli gate onflyover to wards city hgv [person] starting problem sir traffic normal mument sir,heavy_vehicle,FKN00GL2572,Bellary Road 2,High,,,,2024-01-16 05:11:01.375618+00,,1,FKUSR00105,FKUSR00001,,,,Yelahanka,,FKKG000099,,,,FKUSR00105,2024-01-16 05:30:02.301904+00:00,,,Bengaluru North Corporation,North Zone 2,,19.907681733333334,5,1,Low,1,0,0,0,1783,115.0,0,0,0,0
FKID005143,unplanned,12.8539011,77.5887307,0.0,0.0,"Bannerghatta Main Road, Dawoodi Bohra Colony, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",,vehicle_breakdown,False,2024-01-28 07:44:52.881000+00:00,,closed,no,2024-01-28 08:07:58.5584+00,,,vehicle not started,bmtc_bus,FKN00GL2574,Bannerghata Road,High,,,,2024-01-28 07:46:42.675289+00,,1,FKUSR01584,FKUSR00001,,,,Hulimavu,,FKKG001496,,,,FKUSR01584,2024-01-28 08:07:58.557842+00:00,,,,,,23.094614033333336,7,6,Low,1,1,1,0,1783,37.0,0,0,0,0
FKID005144,unplanned,12.929715,77.573648,0.0,0.0,"1st Cross Road, AK Colony, Block 7, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",,vehicle_breakdown,False,2024-01-28 07:02:22.575000+00:00,,closed,yes,2024-01-28 09:05:53.192605+00,,,bmtc bus off road due to staring issue informed to machanic,bmtc_bus,FKN00GL2575,Non-corridor,Low,,,,2024-01-28 07:03:50.178005+00,,1,FKUSR00262,FKUSR00001,,,,Banashankari,,FKKG000254,,,,FKUSR00262,2024-01-28 09:05:53.192097+00:00,,,,,KR Road-14thCross Junc,123.51028495,7,6,High,1,1,1,1,1783,882.0,0,0,0,0
FKID005155,unplanned,12.9436447,77.6980616,0.0,0.0,"Outer Ring Road, Salarpuria Sattva Eminence, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",,vehicle_breakdown,False,2023-12-21 19:10:20.255000+00:00,,closed,yes,2023-12-21 19:53:32.844827+00,,,[person] police station to kadubisanahalli junction kadege hoguv main roadnalli e vehicle upload aagide sir,heavy_vehicle,FKN00GL2583,ORR East 1,High,,,,2023-12-21 19:13:09.153255+00,,1,FKUSR01585,FKUSR00001,,,,HAL Old Airport,,FKKG001008,,,,FKUSR01585,2023-12-21 19:53:32.844329+00:00,,,Bengaluru East Corporation,East Zone 1,,43.20982215,19,3,Medium,12,0,1,0,1783,73.0,0,0,0,0
